,Street,City,State,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,County,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS,Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,count
722,352 N Jim Miller Rd 1052, Dallas, TX,75217,32.717827,-96.699934,1,range_interpolation,352,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,9304,2001,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
723,3720 Conway St 225, Dallas, TX,75224,32.69925,-96.829878,1,range_interpolation,3720,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,6002,1007,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
724,3706 Conway St 212, Dallas, TX,75224,32.699482,-96.829885,1,range_interpolation,3706,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,6002,1007,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
725,3726 Conway St 238, Dallas, TX,75224,32.699151,-96.829874,1,range_interpolation,3726,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,6002,1007,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
726,4311 Woodhollow Dr 306, Dallas, TX,75237,32.690442,-96.863914,1,range_interpolation,4311,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,10904,1001,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,13
730,333 Lane St , Irving, TX,75061,32.83317,-96.948897,1,range_interpolation,333,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Irving,4837000,14601,2008,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
733,324 N Jim Miller Rd 2022, Dallas, TX,75217,32.717219,-96.699911,1,range_interpolation,324,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,9304,2001,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
737,320 N Jim Miller Rd 2015, Dallas, TX,75217,32.717034,-96.699904,1,range_interpolation,320,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,9304,2001,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
738,354 N Jim Miller Rd 1108, Dallas, TX,75217,32.717853,-96.699935,1,range_interpolation,354,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,9304,2001,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
739,2932 South Blvd D, Dallas, TX,75215,32.771597,-96.767046,1,rooftop,2932,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,20300,2013,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
745,3015 E Ledbetter Dr , Dallas, TX,75216,32.69643,-96.769963,1,rooftop,3015,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,8704,2000,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
747,1780 E ILLINOIS AVE E, DALLAS, TX,75216,32.719131,-96.796697,1,range_interpolation,1780,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,5500,4000,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
749,807 Idlewood Dr ,Allen, TX,75002,33.084857,-96.631167,1,rooftop,807,Collin County,US,Plano,2019,48,48085,Allen,4801924,31411,2003,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
750,530 Windsor Dr ,Allen, TX,75002,33.08052,-96.671407,1,rooftop,530,Collin County,US,Plano,2019,48,48085,Allen,4801924,31506,4016,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
751,1007 Green Valley Ln,Allen, TX,75002,33.113137,-96.653363,1,rooftop,1007,Collin County,US,Plano,2019,48,48085,Allen,4801924,31508,2001,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
752,813 Valley View Dr,Allen, TX,75002,33.095837,-96.648303,1,rooftop,813,Collin County,US,Plano,2019,48,48085,Allen,4801924,31506,2027,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
753,541 Hightrail Dr ,Allen, TX,75002,33.083802,-96.668147,1,rooftop,541,Collin County,US,Plano,2019,48,48085,Allen,4801924,31506,4006,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
754,652 Spring St ,Allen, TX,75002,33.074006,-96.665521,1,rooftop,652,Collin County,US,Plano,2019,48,48085,Allen,4801924,31409,3012,3,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
755,1435 Pine Bluff Dr,Allen, TX,75002,33.091189,-96.634722,1,rooftop,1435,Collin County,US,Plano,2019,48,48085,Allen,4801924,31410,3022,3,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
756,743 Cheyenne Dr ,Allen, TX,75002,33.086601,-96.636143,1,rooftop,743,Collin County,US,Plano,2019,48,48085,Allen,4801924,31410,4005,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
757,1312 Lamar Ln ,Allen, TX,75002,33.127165,-96.640063,1,rooftop,1312,Collin County,US,Plano,2019,48,48085,Allen,4801924,31406,5017,5,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
759,2054 Saint Anne Dr,Allen, TX,75013,33.088725,-96.732971,1,rooftop,2054,Collin County,US,Plano,2019,48,48085,Allen,4801924,31505,4019,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
760,1509 Evergreen Dr ,Allen, TX,75002,33.096842,-96.633888,1,rooftop,1509,Collin County,US,Plano,2019,48,48085,Allen,4801924,31410,2021,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
761,961 Terracotta Dr ,Allen, TX,75013,33.127975,-96.679522,1,rooftop,961,Collin County,US,Plano,2019,48,48085,Allen,4801924,31405,5022,5,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
762,1315 Timberview Dr ,Allen, TX,75002,33.107403,-96.639158,1,rooftop,1315,Collin County,US,Plano,2019,48,48085,Allen,4801924,31504,3019,3,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
763,1312 Marigold Dr ,Allen, TX,75002,33.09781,-96.638527,1,rooftop,1312,Collin County,US,Plano,2019,48,48085,Allen,4801924,31410,2003,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
764,1333 Timberfalls Dr ,Anna, TX,75409,33.346958,-96.566269,1,rooftop,1333,Collin County,US,Plano,2019,48,48085,Anna,4803300,30203,1017,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
765,901 Bens Dr ,Anna, TX,75409,33.341933,-96.558823,1,rooftop,901,Collin County,US,Plano,2019,48,48085,Anna,4803300,30203,4023,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
766,13351 Hursey Dr ,Frisco, TX,75035,33.188646,-96.796545,1,rooftop,13351,Collin County,US,Plano,2019,48,48085,Frisco,4827684,30520,2015,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
767,15142 Sea Eagle Ln,Frisco, TX,75035,33.180695,-96.743768,1,rooftop,15142,Collin County,US,Plano,2019,48,48085,Frisco,4827684,30523,4015,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
768,1616 Jewel Ln ,Frisco, TX,75036,33.155873,-96.900422,0.9,rooftop,1616,Denton County,US,Denton,2019,48,48121,Little Elm,4843012,21515,1007,1,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
769,7000 Chateau Dr ,Frisco, TX,75035,33.136341,-96.78771,1,rooftop,7000,Collin County,US,Plano,2019,48,48085,Frisco,4827684,30405,1003,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
770,10505 Pineview Ln ,Frisco, TX,75035,33.150388,-96.788512,1,rooftop,10505,Collin County,US,Plano,2019,48,48085,Frisco,4827684,30404,4002,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
771,9678 Belgrade Dr ,Frisco, TX,75035,33.185122,-96.796337,1,rooftop,9678,Collin County,US,Plano,2019,48,48085,Frisco,4827684,30520,2009,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
772,8109 Steamers Ln ,Frisco, TX,75035,33.14641,-96.784658,1,rooftop,8109,Collin County,US,Plano,2019,48,48085,Frisco,4827684,30404,4014,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
773,6824 Regello Dr ,Frisco, TX,75034,33.125737,-96.824902,1,rooftop,6824,Collin County,US,Plano,2019,48,48085,Frisco,4827684,30407,2005,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
774,406 Fountain View Ln,Josephine, TX,75173,33.0607,-96.316085,1,rooftop,406,Collin County,US,Plano,2019,48,48085,Josephine,4838068,31201,3045,3,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
775,9829 Prairie Dog Ln,Mckinney, TX,75071,33.209443,-96.747446,1,rooftop,9829,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30524,1008,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
776,5620 Vineyard Ln ,Mckinney, TX,75070,33.166369,-96.689104,1,rooftop,5620,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30515,1007,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
777,3504 Wind Flower Lane,Mckinney, TX,75070,33.169626,-96.688293,1,rooftop,3504,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30515,2012,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
778,2700 Sundance Dr ,Mckinney, TX,75071,33.229422,-96.647717,1,rooftop,2700,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30605,2006,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
779,503 W Leland Ave,Mckinney, TX,75069,33.210661,-96.618871,1,rooftop,503,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30701,2054,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
780,3132 Longleaf Dr ,Mckinney, TX,75070,33.172179,-96.695035,1,range_interpolation,3132,Collin County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48085,McKinney,4845744,30515,2005,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
781,5721 Bedrock Dr ,Mckinney, TX,75070,33.161196,-96.704558,1,rooftop,5721,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30516,2017,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
782,3212 Avery Ln ,Mckinney, TX,75070,33.170462,-96.681444,1,rooftop,3212,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30514,4020,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
783,1014 S Murray St,Mckinney, TX,75069,33.189201,-96.604984,1,rooftop,1014,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30900,4007,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
784,4825 Spanishmoss Dr ,Mckinney, TX,75070,33.161299,-96.675906,1,rooftop,4825,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30514,1015,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
785,10720 Leesa Dr ,Mckinney, TX,75072,33.184236,-96.76285,1,rooftop,10720,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30522,1022,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
786,3429 Apple Blossom Ln,Mckinney, TX,75070,33.166758,-96.683044,1,rooftop,3429,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30515,2035,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
787,8113 Loma Alta Trl,Mckinney, TX,75070,33.163187,-96.721706,1,rooftop,8113,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30517,1048,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
788,9708 Colonywood Dr ,Mckinney, TX,75072,33.192414,-96.741624,1,rooftop,9708,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30523,2005,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
789,9400 Log Run Ct,Mckinney, TX,75072,33.191487,-96.738307,1,rooftop,9400,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30523,2002,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
790,2817 Gabriel Dr ,Mckinney, TX,75071,33.204858,-96.650815,1,rooftop,2817,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30603,1033,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
791,313 Watt St A,Mckinney, TX,75069,33.202417,-96.612284,1,rooftop,313,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30702,4027,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
792,10321 Cochron Dr ,Mckinney, TX,75072,33.186549,-96.7575,1,rooftop,10321,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30522,1044,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
793,4509 Bellcrest Dr ,Mckinney, TX,75070,33.166696,-96.677528,1,rooftop,4509,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30514,4011,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
794,504 Bumpas St ,Mckinney, TX,75069,33.192127,-96.603411,1,rooftop,504,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30900,5023,5,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
795,3304 Smoke Tree Ln,Mckinney, TX,75070,33.166193,-96.69806,1,rooftop,3304,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30516,1007,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
796,4204 Talbot Ln ,Mckinney, TX,75070,33.157547,-96.675144,1,rooftop,4204,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30514,3008,3,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
797,5904 Silver Buckle Dr,Mckinney, TX,75070,33.157063,-96.692526,1,rooftop,5904,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30513,2007,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
798,2520 Virginia Pkwy ,Mckinney, TX,75071,33.199292,-96.646115,1,rooftop,2520,Collin County,US,Plano,2019,48,48085,McKinney,4845744,30603,2013,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
799,10420 Cochron Dr ,Mckinney, TX,75070,33.187139,-96.75897,1,rooftop,10420,Collin County,US,City of Mckinney,2019,48,48085,McKinney,4845744,30522,1023,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
800,918 Mallard Trl ,Murphy, TX,75094,33.030018,-96.62724,1,rooftop,918,Collin County,US,Plano,2019,48,48085,Murphy,4850100,31313,3004,3,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
801,517 Seminole Trl ,Murphy, TX,75094,33.040474,-96.601744,1,rooftop,517,Collin County,US,Plano,2019,48,48085,Murphy,4850100,31315,6000,6,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
802,1305 Nest Pl ,Plano, TX,75093,33.017667,-96.772305,1,rooftop,1305,Collin County,US,Plano,2019,48,48085,Plano,4858016,31621,5008,5,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
803,1509 Judy Dr ,Plano, TX,75074,33.020262,-96.672843,1,rooftop,1509,Collin County,US,Plano,2019,48,48085,Plano,4858016,32004,4000,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
804,3204 Verbena Dr ,Plano, TX,75075,33.039256,-96.710285,1,rooftop,3204,Collin County,US,Plano,2019,48,48085,Plano,4858016,31622,1001,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
805,2014 Treehouse Ln ,Plano, TX,75023,33.044496,-96.732046,1,range_interpolation,2014,Collin County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48085,Plano,4858016,31629,3000,3,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
806,1822 Nest Pl ,Plano, TX,75093,33.025129,-96.771663,1,rooftop,1822,Collin County,US,Plano,2019,48,48085,Plano,4858016,31621,1001,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
807,1824 Nest Pl ,Plano, TX,75093,33.025244,-96.771659,1,rooftop,1824,Collin County,US,Plano,2019,48,48085,Plano,4858016,31621,1001,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
808,5005 Eagle Pass ,Plano, TX,75023,33.054302,-96.703526,1,rooftop,5005,Collin County,US,Plano,2019,48,48085,Plano,4858016,31611,2012,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
809,2703 N Colfax Cir,Plano, TX,75075,33.029022,-96.745192,1,rooftop,2703,Collin County,US,Plano,2019,48,48085,Plano,4858016,31627,2034,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
810,2100 Teakwood Ln ,Plano, TX,75075,33.037516,-96.733699,1,rooftop,2100,Collin County,US,Plano,2019,48,48085,Plano,4858016,31627,1011,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
811,949 Middle Cove Dr,Plano, TX,75023,33.052469,-96.713079,1,rooftop,949,Collin County,US,Plano,2019,48,48085,Plano,4858016,31628,4000,4,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
812,3909 Sailmaker Ln ,Plano, TX,75023,33.062161,-96.769599,1,rooftop,3909,Collin County,US,Plano,2019,48,48085,Plano,4858016,31636,1018,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
813,1810 Camelot Cv ,Plano, TX,75074,33.024477,-96.679684,1,range_interpolation,1810,Collin County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48085,Plano,4858016,32004,2015,2,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
814,2309 Fountain Head Dr,Plano, TX,75023,33.051843,-96.739155,1,rooftop,2309,Collin County,US,Plano,2019,48,48085,Plano,4858016,31613,1023,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
815,5641 Saint Thomas Dr,Plano, TX,75094,33.021793,-96.615482,0.33,place,,Collin County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48085,Murphy,4850100,31313,1031,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
816,2301 Richmond Dr ,Plano, TX,75074,33.029715,-96.68587,1,rooftop,2301,Collin County,US,Plano,2019,48,48085,Plano,4858016,32003,1003,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
817,707 E College St,Princeton , TX,75407,33.182575,-96.493206,0.6,rooftop,707,Collin County,US,Plano,2019,48,48085,Princeton,4859576,31004,3002,3,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
818,16009 Perdido Creek Trl,Prosper, TX,75078,33.254191,-96.78524,0.33,place,,Collin County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48085,Prosper,4859696,30304,1000,1,4.8085E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
819,16004 Placid Trl ,Prosper, TX,75078,33.232901,-96.857754,1,rooftop,16004,Denton County,US,Denton,2019,48,48121,,,20104,3031,3,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
820,4936 Wheeler Dr ,The Colony , TX,75056,33.100085,-96.886341,1,rooftop,4936,Denton County,US,Denton,2019,48,48121,The Colony,4872530,21521,2012,2,4.8121E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
